,id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,yr_built,zipcode,lat,long,price,was_renovated_post90,has_basement,viewed,sale_month
18869,1626069220,2014-09-05,3,2,2400,97138,2.0,0.0,5,8,1975_to_1997,98077,47.7361,-122.046,562000.0,0,0,0,9
16581,806800420,2014-10-23,3,2,2070,6145,2.0,0.0,3,7,1997_to_2015,98092,47.3357,-122.17200000000001,289950.0,0,0,0,10
6735,8132700190,2014-06-02,2,1,990,4802,1.0,0.0,3,7,pre1950,98117,47.6876,-122.395,430000.0,0,0,0,6
11786,3629920990,2014-06-23,4,3,3440,7661,2.0,0.0,3,11,1997_to_2015,98029,47.5429,-121.995,905000.0,0,0,0,6
15205,4019301205,2014-12-02,3,2,2270,8187,1.0,0.0,4,8,1950_to_1975,98155,47.7573,-122.27799999999999,410000.0,0,1,0,12
8117,1604601570,2014-09-05,2,2,1100,1695,2.0,0.0,3,9,1997_to_2015,98118,47.5663,-122.289,374000.0,0,0,0,9
13948,1954430180,2015-01-05,3,2,1680,7385,2.0,0.0,3,8,1975_to_1997,98074,47.6194,-122.041,485000.0,0,0,0,1
4678,6788201015,2014-06-16,2,2,1600,4000,1.0,0.0,5,7,pre1950,98112,47.6408,-122.3,690000.0,0,1,0,6
20060,7299601460,2014-06-23,3,2,2242,4995,2.0,0.0,3,8,1997_to_2015,98092,47.2595,-122.20200000000001,329900.0,0,0,0,6
1712,1513800036,2014-05-16,4,3,3120,5000,2.0,0.0,3,9,1997_to_2015,98115,47.69,-122.29899999999999,799000.0,0,1,0,5
18239,3578401770,2015-02-26,3,1,1410,9704,1.0,0.0,3,8,1975_to_1997,98074,47.6203,-122.036,400000.0,0,1,0,2
9725,3013300830,2014-11-06,2,1,1030,4366,1.0,0.0,3,7,pre1950,98136,47.5311,-122.384,410000.0,0,0,0,11
14105,2366400150,2015-04-29,5,2,2290,39000,2.0,0.0,3,8,1975_to_1997,98052,47.7012,-122.12,670000.0,0,0,0,4
19471,1115100278,2015-03-17,3,2,1540,7506,1.0,0.0,5,7,1950_to_1975,98155,47.7565,-122.325,420000.0,0,0,0,3
7163,9432900380,2014-10-23,3,2,1850,8770,2.0,0.0,3,8,1975_to_1997,98022,47.2091,-122.009,280017.0,0,0,0,10
21041,2937300540,2014-10-16,4,4,3830,7150,2.0,0.0,3,9,1997_to_2015,98052,47.7049,-122.126,989990.0,0,0,0,10
6503,9412710440,2015-04-22,4,3,2030,8600,1.0,0.0,4,7,1975_to_1997,98042,47.3942,-122.16,305000.0,0,1,0,4
18839,9414500230,2014-10-22,3,2,1760,10835,1.0,0.0,4,8,1975_to_1997,98027,47.522,-122.04799999999999,440000.0,0,1,0,10
10476,9238900390,2014-09-05,3,1,1860,6360,1.0,0.0,3,8,1950_to_1975,98136,47.5327,-122.39200000000001,460000.0,0,1,0,9
12833,424069275,2014-12-26,4,3,3830,10005,2.0,0.0,3,10,1997_to_2015,98075,47.5953,-122.039,860000.0,0,0,0,12
6517,8661000089,2014-07-16,3,3,2270,13590,1.5,0.0,4,6,pre1950,98022,47.2099,-122.001,199950.0,0,1,0,7
2008,5651500140,2014-06-17,3,2,1380,7476,1.0,0.0,3,7,1975_to_1997,98001,47.3336,-122.272,272000.0,0,0,0,6
10612,3705000070,2014-10-21,3,2,2080,2856,1.5,0.0,3,7,1997_to_2015,98042,47.4198,-122.15799999999999,267500.0,0,1,0,10
20983,7967000150,2014-08-08,4,3,2050,4000,2.0,0.0,3,8,1997_to_2015,98001,47.3523,-122.275,353500.0,0,0,0,8
10854,3157600240,2014-09-03,3,2,2520,5000,3.0,0.0,3,9,1975_to_1997,98106,47.5664,-122.359,540000.0,0,0,0,9
20075,7237450110,2014-07-01,4,2,2530,5048,2.0,0.0,3,8,1997_to_2015,98038,47.3559,-122.06299999999999,417838.0,0,0,0,7
10536,7663700783,2014-06-13,3,2,1650,9957,1.0,0.0,4,7,1950_to_1975,98125,47.7303,-122.29799999999999,369500.0,0,1,0,6
8980,5366200210,2014-08-19,3,2,1590,4094,2.0,0.0,3,7,1975_to_1997,98122,47.61,-122.29299999999999,454000.0,0,0,0,8
18001,3902300450,2014-07-02,4,2,2190,9880,1.0,0.0,4,8,1975_to_1997,98033,47.6926,-122.186,630000.0,0,1,0,7
17767,1819800042,2014-11-14,2,1,880,3300,1.0,0.0,4,7,pre1950,98107,47.6566,-122.36,460000.0,0,0,0,11
3481,3352402250,2014-10-21,2,1,700,3180,1.0,0.0,3,6,1950_to_1975,98178,47.4976,-122.262,119900.0,0,1,0,10
9710,193600200,2014-06-19,3,2,1170,8740,1.0,0.0,4,7,1950_to_1975,98052,47.6849,-122.117,440000.0,0,0,0,6
12947,9264930970,2015-03-11,4,3,2200,13498,2.0,0.0,3,8,1975_to_1997,98023,47.3148,-122.35,345000.0,0,0,0,3
18484,2174503500,2014-11-03,3,2,1340,6000,1.0,0.0,4,7,1950_to_1975,98040,47.5866,-122.25,550000.0,0,0,0,11
4013,509000090,2014-10-06,3,2,3190,49137,2.0,0.0,3,9,1975_to_1997,98074,47.6027,-122.04299999999999,760750.0,0,0,0,10
17817,7960100120,2014-06-12,3,2,1480,5400,2.0,0.0,4,8,pre1950,98122,47.6095,-122.296,600000.0,0,0,0,6
19604,3902100175,2014-07-28,5,3,3900,5250,1.5,0.0,5,8,pre1950,98116,47.5577,-122.389,850000.0,0,1,1,7
17131,2473100635,2014-05-08,3,2,1240,10800,1.0,0.0,3,7,1950_to_1975,98058,47.449,-122.155,297950.0,1,0,0,5
6871,9406520290,2014-12-29,3,2,1646,12414,2.0,0.0,3,7,1975_to_1997,98038,47.363,-122.035,305000.0,0,0,0,12
6064,7202340010,2015-02-24,4,2,3280,5232,2.0,0.0,3,7,1997_to_2015,98053,47.6798,-122.03299999999999,671300.0,0,0,0,2
8660,8886000021,2014-06-16,3,2,1890,32340,1.5,0.0,3,8,1975_to_1997,98070,47.4137,-122.439,445000.0,0,0,1,6
5653,3622910190,2014-05-21,5,3,2876,13927,1.0,0.0,4,9,1950_to_1975,98040,47.5528,-122.229,895000.0,0,1,1,5
6369,1770000130,2014-11-26,3,2,1750,16748,1.0,0.0,3,7,1975_to_1997,98072,47.7421,-122.089,435000.0,0,1,0,11
8517,3330501120,2015-03-25,3,1,960,6180,1.0,0.0,4,6,pre1950,98118,47.5518,-122.279,320000.0,0,0,0,3
5050,3288301410,2014-09-11,4,2,2110,7560,2.0,0.0,4,8,1950_to_1975,98034,47.7331,-122.18299999999999,475000.0,0,0,0,9
21218,5276200020,2014-08-05,5,2,2600,4284,2.0,0.0,3,9,1997_to_2015,98136,47.5409,-122.39,775000.0,0,0,0,8
21191,4319200675,2014-07-09,4,2,3300,8365,3.0,0.0,3,9,1997_to_2015,98126,47.5363,-122.37700000000001,760000.0,0,0,0,7
8582,200520120,2014-07-01,4,2,2590,8483,2.0,0.0,3,9,1975_to_1997,98011,47.738,-122.221,570000.0,0,0,0,7
3394,2172000750,2014-05-27,2,1,1180,9350,1.0,0.0,3,6,pre1950,98178,47.4889,-122.259,160000.0,0,0,0,5
3277,8818400490,2014-06-11,2,2,1640,4080,1.0,0.0,3,7,pre1950,98105,47.6645,-122.32600000000001,527000.0,0,1,0,6
10547,9542600070,2014-12-02,3,3,2330,7304,1.0,0.0,3,9,1950_to_1975,98005,47.5982,-122.17200000000001,516000.0,0,1,0,12
20268,255370020,2014-11-06,4,2,2020,3600,2.0,0.0,3,7,1997_to_2015,98038,47.3535,-122.01700000000001,345000.0,0,0,0,11
9500,824069188,2014-09-02,4,2,2720,18295,1.0,0.0,4,8,1975_to_1997,98075,47.5851,-122.073,645000.0,0,1,0,9
17475,1862700290,2014-07-11,4,2,2340,9748,1.0,0.0,3,8,1975_to_1997,98003,47.3363,-122.331,339900.0,0,1,1,7
4344,3856904560,2014-11-25,4,2,2060,4080,1.5,0.0,3,7,pre1950,98105,47.6698,-122.325,562000.0,1,1,0,11
14778,2013801086,2015-05-13,3,2,1340,7391,1.0,0.0,4,7,1950_to_1975,98198,47.3837,-122.31700000000001,245000.0,0,0,0,5
13829,686300880,2015-04-27,3,2,2570,10078,1.5,0.0,3,8,1950_to_1975,98008,47.6275,-122.12,670000.0,0,0,0,4
1061,3524039204,2014-08-13,4,3,2840,11900,1.0,0.0,4,9,1950_to_1975,98136,47.5271,-122.38600000000001,790000.0,0,1,1,8
18823,7852010940,2015-05-05,3,2,2400,5817,2.0,0.0,3,8,1997_to_2015,98065,47.5371,-121.87,540000.0,0,0,0,5
11082,1924069105,2014-10-17,3,2,3150,9258,1.0,0.0,3,8,1950_to_1975,98027,47.5571,-122.08,450000.0,0,1,1,10
18263,2818600115,2014-07-09,4,1,1600,5500,1.5,0.0,4,7,pre1950,98117,47.6983,-122.39299999999999,625000.0,0,0,0,7
20322,3644100086,2014-05-05,2,2,1160,1438,2.0,0.0,3,7,1997_to_2015,98144,47.5917,-122.295,340000.0,0,0,0,5
5045,8128700005,2014-11-19,4,1,1200,7552,1.0,0.0,3,6,pre1950,98126,47.5317,-122.37,249000.0,0,1,0,11
12309,1953400045,2015-04-23,4,3,2253,7700,2.0,0.0,3,7,1950_to_1975,98198,47.3935,-122.3,385000.0,0,0,0,4
13430,4303200555,2014-08-15,2,1,770,5160,1.0,0.0,3,6,pre1950,98106,47.5304,-122.35600000000001,265000.0,0,0,0,8
10604,1786700240,2014-10-24,4,3,4350,7090,2.0,0.0,3,8,1997_to_2015,98042,47.3747,-122.156,472000.0,0,1,0,10
8268,3883800011,2015-04-08,3,1,860,10426,1.0,0.0,3,6,1950_to_1975,98146,47.4987,-122.34100000000001,219900.0,0,0,0,4
19953,5457801833,2015-01-27,2,2,1611,2210,2.0,0.0,3,10,1997_to_2015,98109,47.6291,-122.34700000000001,850000.0,0,0,1,1
17492,7985100190,2015-01-06,3,2,1360,7293,2.0,0.0,3,8,1975_to_1997,98003,47.3304,-122.302,248500.0,0,0,0,1
15894,6671900095,2014-05-27,3,2,1320,6205,1.0,0.0,5,7,pre1950,98133,47.7412,-122.34299999999999,313000.0,0,0,0,5
88,1332700270,2014-05-19,2,2,1610,2040,2.0,0.0,4,7,1975_to_1997,98056,47.518,-122.194,215000.0,0,0,0,5
6714,5417600130,2015-05-12,2,1,910,9000,1.0,0.0,3,5,pre1950,98065,47.526,-121.81,301000.0,0,0,0,5
19540,6338000493,2014-09-12,4,3,2280,3200,1.5,0.0,5,8,pre1950,98105,47.6709,-122.28200000000001,675000.0,0,1,0,9
11015,9126100487,2014-08-13,3,3,1500,1473,2.0,0.0,3,8,1997_to_2015,98122,47.6063,-122.305,408000.0,0,1,0,8
19910,9578500510,2014-11-03,3,2,2655,5080,2.0,0.0,3,8,1997_to_2015,98023,47.2972,-122.348,409950.0,0,0,0,11
17822,7697850360,2015-02-04,3,2,1780,9598,2.0,0.0,4,7,1975_to_1997,98030,47.3718,-122.182,245000.0,0,0,0,2
9233,5315100805,2014-12-18,3,2,1940,10245,1.0,0.0,3,7,1950_to_1975,98040,47.5833,-122.241,650000.0,0,0,0,12
13483,5634500688,2015-03-25,6,3,3870,24700,2.0,0.0,3,10,1975_to_1997,98028,47.7517,-122.23299999999999,1130000.0,0,1,0,3
18468,2802200100,2014-08-11,4,2,2060,8767,2.0,0.0,3,8,1975_to_1997,98052,47.7228,-122.103,543000.0,0,0,0,8
16498,4137010010,2015-04-16,3,2,2080,9740,2.0,0.0,3,8,1975_to_1997,98092,47.261,-122.219,324900.0,0,0,0,4
18217,8092500720,2014-07-11,3,2,1330,9548,1.0,0.0,5,7,1950_to_1975,98042,47.3675,-122.11,230000.0,0,0,0,7
8063,9408300180,2014-08-28,4,2,3030,30000,2.0,0.0,4,9,1975_to_1997,98072,47.7468,-122.11200000000001,682000.0,0,0,0,8
5754,1954420170,2014-11-13,3,2,2150,7484,2.0,0.0,3,8,1975_to_1997,98074,47.6191,-122.04299999999999,580000.0,0,0,0,11
21399,7237450100,2014-09-19,4,2,2245,4330,2.0,0.0,3,8,1997_to_2015,98038,47.3557,-122.06299999999999,389990.0,0,0,0,9
20333,7502800050,2014-07-09,4,3,3510,9400,2.0,0.0,3,9,1997_to_2015,98059,47.4827,-122.131,659950.0,0,0,0,7
17566,1423049019,2014-05-23,2,1,580,7500,1.0,0.0,3,5,pre1950,98178,47.4852,-122.251,90000.0,0,0,0,5
1205,194000505,2014-09-04,3,2,1940,6440,1.0,0.0,5,7,pre1950,98116,47.5664,-122.389,651000.0,0,0,1,9
13367,3726800220,2015-04-06,3,2,1830,2417,1.0,0.0,3,7,pre1950,98144,47.5723,-122.309,348000.0,0,1,0,4
16341,2214800170,2015-04-15,3,2,1940,10350,1.0,0.0,3,7,1975_to_1997,98001,47.3385,-122.256,295000.0,0,1,0,4
3745,3383900057,2014-12-03,3,3,1490,902,3.0,0.0,3,8,1997_to_2015,98102,47.6357,-122.324,500000.0,0,1,0,12
9898,124000160,2014-07-01,4,1,1410,3376,1.5,0.0,5,7,pre1950,98107,47.6606,-122.365,563000.0,0,0,0,7
18004,7520000330,2014-08-13,3,2,1690,7460,1.0,0.0,3,7,1975_to_1997,98146,47.4964,-122.353,285000.0,0,1,0,8
13310,8682210650,2014-05-27,2,2,2160,5581,1.0,0.0,3,8,1997_to_2015,98053,47.7017,-122.023,715000.0,0,0,0,5
5135,7140200280,2014-07-15,4,3,1910,7700,1.0,0.0,4,7,1975_to_1997,98030,47.369,-122.17,250000.0,0,1,0,7
13316,4356200120,2014-10-23,1,1,790,12000,1.0,0.0,3,6,pre1950,98118,47.5146,-122.265,248000.0,0,0,0,10
1366,3905000340,2014-07-24,4,2,2440,10049,2.0,0.0,4,9,1975_to_1997,98029,47.5744,-121.993,672000.0,0,0,0,7
14100,2372800145,2014-10-23,2,1,940,8997,1.0,0.0,5,7,1950_to_1975,98022,47.2005,-121.999,219950.0,0,0,0,10
6667,9202000080,2014-07-07,3,1,960,9563,1.0,0.0,5,7,1950_to_1975,98023,47.2864,-122.35700000000001,215000.0,0,0,0,7
2305,7183000070,2014-08-21,4,2,2120,9680,2.0,0.0,4,8,1950_to_1975,98003,47.3367,-122.33200000000001,369160.0,0,0,1,8
11921,7215721070,2014-09-29,4,2,1800,4500,2.0,0.0,3,8,1997_to_2015,98075,47.5998,-122.014,485500.0,0,0,0,9
8743,3336001515,2015-05-11,4,1,1610,6000,1.5,0.0,4,7,pre1950,98118,47.5261,-122.266,426250.0,0,1,0,5
21376,321030150,2015-05-06,3,2,2026,7611,2.0,0.0,3,8,1997_to_2015,98042,47.3733,-122.162,358000.0,0,0,0,5
18912,3488300110,2014-09-10,2,1,1140,5650,1.0,0.0,3,6,pre1950,98116,47.5634,-122.391,374000.0,0,1,1,9
367,1118500030,2014-10-01,4,2,3520,15420,2.0,0.0,3,10,1975_to_1997,98074,47.6375,-122.016,810000.0,0,0,0,10
11282,4058802255,2014-07-24,2,1,990,6448,1.0,0.0,3,7,pre1950,98178,47.5031,-122.245,219950.0,0,0,0,7
5709,9297300255,2014-07-16,3,3,2110,4000,1.0,0.0,4,7,1950_to_1975,98126,47.5696,-122.375,565000.0,0,1,1,7
16805,9268200380,2014-11-18,2,1,1250,5040,1.0,0.0,3,7,pre1950,98117,47.6959,-122.365,505000.0,0,1,0,11
9048,8108600442,2015-05-05,3,1,1270,16800,1.0,0.0,4,7,1950_to_1975,98188,47.4599,-122.27600000000001,254000.0,0,0,0,5
17130,1053000010,2015-04-21,3,2,1280,4720,1.0,0.0,4,7,pre1950,98126,47.5509,-122.37700000000001,465000.0,0,1,0,4
19140,7227800040,2014-06-04,5,2,1750,10284,1.0,0.0,4,5,pre1950,98056,47.5094,-122.182,190000.0,0,0,0,6
6770,4302700425,2015-02-13,5,3,2110,5120,2.0,0.0,3,7,pre1950,98106,47.5294,-122.35700000000001,425000.0,0,1,0,2
4282,9264921140,2015-03-12,3,3,1910,15508,1.0,0.0,3,8,1975_to_1997,98023,47.3128,-122.345,300000.0,0,1,0,3
14526,3678900450,2014-09-26,3,2,1900,3783,1.5,0.0,5,7,pre1950,98144,47.5742,-122.315,615000.0,0,1,0,9
15484,3644100095,2015-02-05,2,2,1240,1892,2.0,0.0,3,7,1997_to_2015,98144,47.5915,-122.295,352900.0,0,0,0,2
12288,4457300135,2014-11-05,4,3,2070,10125,1.0,0.0,3,7,1950_to_1975,98040,47.5697,-122.219,741000.0,0,1,0,11
4574,3324069058,2014-08-28,3,2,2790,31798,1.0,0.0,5,8,1950_to_1975,98027,47.5241,-122.039,640000.0,0,1,0,8
576,8669160310,2014-12-09,3,2,1805,3402,2.0,0.0,3,7,1997_to_2015,98002,47.3521,-122.212,266000.0,0,0,0,12
6715,2138700345,2014-08-18,4,2,2430,6325,2.0,0.0,4,8,pre1950,98109,47.6413,-122.354,990000.0,0,1,0,8
4819,9276201190,2014-05-20,4,3,2050,3960,1.0,0.0,4,7,1975_to_1997,98116,47.5808,-122.39399999999999,480000.0,0,1,0,5
20820,3814900260,2015-03-05,4,2,2669,5385,2.0,0.0,3,9,1997_to_2015,98092,47.3262,-122.165,402395.0,0,0,0,3
16954,5652601330,2014-06-04,3,2,1020,9072,1.0,0.0,3,7,pre1950,98115,47.695,-122.301,489000.0,0,1,0,6
17460,6329000185,2015-03-29,3,2,2600,23361,1.5,1.0,3,8,pre1950,98146,47.4997,-122.37899999999999,540000.0,0,1,1,3
9199,1704900206,2014-06-02,3,2,1890,7004,1.0,0.0,3,7,1950_to_1975,98118,47.5557,-122.28,465500.0,0,1,0,6
8944,2193330090,2015-03-11,4,2,2500,8434,2.0,0.0,4,8,1975_to_1997,98052,47.6915,-122.101,684000.0,0,0,0,3
5550,3574801310,2014-12-16,3,2,1750,9353,1.0,0.0,3,7,1975_to_1997,98034,47.7305,-122.225,434000.0,0,1,0,12
17500,4206901435,2015-01-22,2,2,1450,4000,1.5,0.0,4,7,pre1950,98105,47.6571,-122.32600000000001,650000.0,0,1,0,1
10545,2722059185,2014-09-10,4,2,2360,81892,1.0,0.0,3,8,1997_to_2015,98042,47.369,-122.156,445000.0,0,0,0,9
8840,2817900180,2015-04-11,3,3,2090,51212,1.0,0.0,3,8,1975_to_1997,98092,47.3097,-122.09899999999999,380000.0,0,1,0,4
16404,6329000190,2014-07-29,4,2,2520,21834,1.0,1.0,3,8,1950_to_1975,98146,47.4996,-122.37799999999999,750000.0,0,1,1,7
11627,5100403754,2014-09-11,3,1,1440,5623,1.0,0.0,4,6,pre1950,98115,47.69600000000001,-122.319,420000.0,0,1,0,9
18029,3211230300,2014-09-29,2,2,2160,35183,1.0,0.0,3,9,1975_to_1997,98092,47.312,-122.115,381500.0,0,0,0,9
14591,4077800455,2015-03-26,4,3,2460,10401,1.0,0.0,5,7,pre1950,98125,47.7106,-122.285,570000.0,0,1,0,3
12956,9310300175,2015-03-04,3,1,1490,15850,1.0,0.0,3,7,pre1950,98133,47.7411,-122.34700000000001,225000.0,0,0,0,3
15697,7683800010,2015-04-21,3,1,1300,9880,1.0,0.0,4,7,1950_to_1975,98003,47.3352,-122.29700000000001,205000.0,0,0,0,4
13728,6837700175,2014-12-01,3,2,3520,12350,1.0,0.0,4,8,1950_to_1975,98116,47.5837,-122.382,775000.0,0,1,1,12
14911,2770602360,2015-04-21,4,3,1890,1475,2.0,0.0,3,9,1997_to_2015,98199,47.6472,-122.383,671000.0,0,1,0,4
20676,3274800505,2015-04-24,3,2,1600,3073,3.0,0.0,3,8,1997_to_2015,98144,47.5934,-122.29799999999999,502000.0,0,0,0,4
17212,5706201470,2015-04-28,3,2,1960,12350,1.0,0.0,4,7,1950_to_1975,98027,47.5247,-122.052,525000.0,0,0,0,4
466,2419600075,2014-12-01,3,2,1480,6360,1.0,0.0,3,7,1950_to_1975,98133,47.7311,-122.353,465000.0,0,0,0,12
16417,7504100920,2014-06-18,3,3,3450,16200,2.0,0.0,3,10,1975_to_1997,98074,47.6319,-122.041,688000.0,0,0,0,6
16447,9476200020,2015-03-06,3,1,1010,7384,1.0,0.0,5,6,pre1950,98056,47.4905,-122.191,254000.0,0,0,1,3
817,1922059135,2015-05-13,2,2,1130,5500,1.0,0.0,4,6,pre1950,98030,47.3839,-122.225,250000.0,0,0,0,5
15895,5637500094,2014-05-22,3,4,1900,1612,2.0,0.0,3,8,1997_to_2015,98136,47.544,-122.385,431500.0,0,1,0,5
4160,8682290100,2015-04-21,3,2,1510,3657,1.0,0.0,3,8,1997_to_2015,98053,47.7225,-122.029,420250.0,0,0,0,4
2930,8651410090,2015-05-08,2,1,840,5265,1.0,0.0,5,6,1950_to_1975,98042,47.3644,-122.08200000000001,209000.0,0,0,0,5
17728,4278900110,2014-10-09,3,3,2080,3025,2.0,0.0,4,8,1975_to_1997,98122,47.6051,-122.289,969500.0,0,1,1,10
20917,2652501565,2015-04-23,3,3,3530,4920,2.0,0.0,3,9,1997_to_2015,98109,47.64100000000001,-122.35700000000001,1550000.0,0,1,0,4
7794,9542830690,2014-11-20,3,2,2020,4183,2.0,0.0,3,7,1997_to_2015,98038,47.3658,-122.01700000000001,321000.0,0,0,0,11
10275,1022059032,2014-08-12,4,2,3140,94525,2.0,0.0,4,8,1975_to_1997,98042,47.4155,-122.163,401500.0,0,1,0,8
19405,3578401210,2014-12-18,4,2,2660,11315,2.0,0.0,4,8,1975_to_1997,98074,47.6204,-122.044,557000.0,0,0,0,12
12566,7866500035,2014-08-05,1,1,740,5000,1.0,0.0,3,7,pre1950,98118,47.5519,-122.292,299000.0,0,0,0,8
1632,7129300935,2014-11-05,3,2,2380,5650,1.0,0.0,4,8,1950_to_1975,98118,47.5119,-122.255,415000.0,0,1,1,11
21030,1773100604,2014-07-21,3,3,1500,1442,2.0,0.0,3,8,1997_to_2015,98106,47.5592,-122.36200000000001,346000.0,0,1,0,7
3711,3423049165,2015-03-31,3,1,1270,12733,1.0,0.0,3,7,1950_to_1975,98188,47.445,-122.27600000000001,240000.0,0,0,0,3
878,3826000070,2014-05-15,3,1,1150,8100,1.0,0.0,3,6,pre1950,98168,47.494,-122.307,185000.0,0,0,0,5
17996,7234601198,2014-06-04,3,3,1540,704,3.0,0.0,3,9,1997_to_2015,98122,47.6177,-122.30799999999999,742000.0,0,0,0,6
11060,9432900560,2015-02-12,3,2,2360,8764,2.0,0.0,3,8,1975_to_1997,98022,47.2114,-122.009,290000.0,0,0,0,2
20408,7853360850,2015-01-16,3,2,2430,5866,2.0,0.0,3,7,1997_to_2015,98065,47.5158,-121.87100000000001,471500.0,0,0,0,1
5504,8121100715,2015-02-09,3,3,2830,6041,2.0,0.0,3,8,pre1950,98118,47.5694,-122.28299999999999,1090000.0,0,1,1,2
4472,7017200110,2014-10-28,3,1,1690,6658,1.0,0.0,3,7,pre1950,98133,47.7099,-122.35,400000.0,0,0,0,10
4475,984200590,2015-03-10,3,2,1500,10230,1.0,0.0,2,7,1950_to_1975,98058,47.4349,-122.16799999999999,315001.0,0,0,0,3
6352,3450300430,2015-01-05,4,2,1730,7700,1.0,0.0,4,7,1950_to_1975,98059,47.4996,-122.163,317500.0,0,1,0,1
72,8820901275,2014-06-10,4,2,2750,7807,1.5,0.0,5,7,pre1950,98125,47.7168,-122.287,571000.0,0,1,0,6
1402,7811200310,2014-12-16,4,2,1920,8910,1.0,0.0,4,8,1950_to_1975,98005,47.5897,-122.156,635000.0,0,1,0,12
11766,2354300550,2015-03-02,3,2,1210,7500,1.0,0.0,3,7,1950_to_1975,98027,47.5294,-122.03299999999999,460000.0,0,0,0,3
4739,31000165,2014-09-11,5,4,3620,7821,2.0,0.0,3,10,1950_to_1975,98040,47.5738,-122.215,1490000.0,1,1,1,9
8830,7569450090,2014-11-21,4,2,2420,3825,2.0,0.0,3,8,1997_to_2015,98042,47.3687,-122.126,298000.0,0,0,0,11
12369,5135000160,2014-06-12,3,2,2050,6420,1.0,0.0,3,8,1950_to_1975,98116,47.5708,-122.405,670000.0,0,1,1,6
11900,4307330070,2014-07-17,4,2,2550,7200,2.0,0.0,3,7,1997_to_2015,98056,47.4793,-122.18,419500.0,0,0,1,7
15684,3582900280,2014-06-06,5,3,4400,18500,1.0,0.0,5,9,1950_to_1975,98028,47.7424,-122.26299999999999,1120000.0,0,1,1,6
16015,9264030470,2014-06-11,4,2,3170,10688,2.0,0.0,3,9,1997_to_2015,98001,47.3179,-122.257,455000.0,0,0,1,6
20388,3342700464,2015-01-07,4,4,3065,5440,3.0,0.0,3,9,1997_to_2015,98056,47.523999999999994,-122.2,729000.0,0,0,0,1
16506,9185700414,2014-05-22,3,2,1610,7200,1.0,0.0,3,8,1950_to_1975,98112,47.6279,-122.287,1180000.0,0,1,0,5
14202,8156600210,2015-03-26,5,4,2980,5100,2.0,0.0,3,10,1997_to_2015,98115,47.6782,-122.29899999999999,1290000.0,0,1,0,3
3043,5101405265,2014-09-11,4,2,2170,5257,2.0,0.0,3,7,1975_to_1997,98115,47.6999,-122.305,445000.0,0,0,0,9
8029,3330500925,2015-02-24,2,2,750,2964,1.0,0.0,5,5,pre1950,98118,47.5518,-122.277,258305.0,0,0,0,2
17547,9348700450,2014-08-18,4,4,3560,7178,2.0,0.0,3,10,1997_to_2015,98052,47.7054,-122.10700000000001,833000.0,0,0,1,8
6061,3275850020,2015-04-13,4,2,2590,8571,2.0,0.0,3,9,1975_to_1997,98052,47.691,-122.105,781000.0,0,0,0,4
14741,6143600555,2014-06-09,4,2,1300,21000,1.0,0.0,4,7,1950_to_1975,98001,47.3067,-122.285,229950.0,0,0,0,6
8197,2329800330,2014-11-14,3,2,1610,7187,2.0,0.0,3,7,1975_to_1997,98042,47.3764,-122.117,269950.0,0,0,0,11
15435,1041500020,2014-09-08,4,3,3060,35380,1.0,0.0,3,9,1975_to_1997,98074,47.6198,-122.038,657000.0,0,1,0,9
18851,2175100205,2015-03-23,5,2,2690,10800,1.0,0.0,4,8,1950_to_1975,98040,47.5821,-122.24700000000001,1300000.0,0,1,1,3
15496,7686203620,2014-09-25,4,2,2050,12500,1.0,0.0,3,7,1950_to_1975,98198,47.42,-122.319,260000.0,0,1,0,9
11313,6743700335,2014-06-04,3,2,1800,12669,1.0,0.0,3,7,1950_to_1975,98033,47.6935,-122.17299999999999,470000.0,0,0,0,6
9109,4204400201,2014-10-21,2,1,1120,7797,1.0,0.0,3,6,pre1950,98055,47.4871,-122.22,216180.0,0,0,0,10
15459,6072400280,2014-06-19,4,2,2270,9247,1.0,0.0,5,8,1950_to_1975,98006,47.5602,-122.176,619850.0,0,1,0,6
17279,1771000290,2014-12-03,3,2,1280,16200,1.0,0.0,3,8,1975_to_1997,98077,47.7427,-122.071,340000.0,0,1,0,12
16277,7855600080,2015-03-30,3,2,2770,15232,1.0,0.0,3,8,1975_to_1997,98006,47.5706,-122.16,750000.0,0,1,0,3
7739,1922069089,2015-03-24,3,1,1020,55756,1.0,0.0,3,7,1950_to_1975,98042,47.3836,-122.08200000000001,310000.0,0,0,0,3
10733,6450302545,2015-05-08,3,1,1280,5460,1.5,0.0,4,7,pre1950,98133,47.7321,-122.334,443000.0,0,0,0,5
19066,1825049013,2015-02-13,4,2,1380,4048,1.5,0.0,4,7,pre1950,98103,47.6583,-122.344,560000.0,0,0,0,2
18693,925069042,2015-01-05,4,3,2840,54400,1.0,0.0,4,8,1975_to_1997,98053,47.6707,-122.045,713000.0,0,0,0,1
17678,5014600210,2014-12-15,4,2,3060,5000,2.0,0.0,3,9,1997_to_2015,98059,47.5395,-122.18799999999999,710000.0,0,0,0,12
8059,3955500100,2015-04-07,3,2,1390,10530,1.0,0.0,3,7,1950_to_1975,98033,47.7025,-122.196,450000.0,0,0,0,4
16480,6633900170,2014-05-08,3,2,1750,3354,2.0,0.0,4,7,1975_to_1997,98033,47.6953,-122.199,595000.0,0,0,0,5
